FID,STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,area,FID_1,FID_P21inc,FID_12,Shape_Leng,Shape_Area,Shape__Are,Shape__Len,FID_clip_t,STATEFP1_1,COUNTYFP_1,TRACTCE1_1,GEOID10_1,NAME10_1,NAMELSAD_1,MTFCC10_1,FUNCSTAT_1,ALAND10_1,AWATER10_1,INTPTLAT_1,INTPTLON_1,area_1,interarea,percentage
77,25,025,000504,25025000504,5.04,Census Tract 5.04,G5020,S,333187.000000000000000,0.000000000000000,+42.3414718,-071.1438264,82.329891009500002,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
78,25,025,000704,25025000704,7.04,Census Tract 7.04,G5020,S,239781.000000000000000,0.000000000000000,+42.3500029,-071.1334045,59.249450981599999,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
79,25,025,010103,25025010103,101.03,Census Tract 101.03,G5020,S,273032.000000000000000,0.000000000000000,+42.3497818,-071.1034479,67.463782730500000,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
80,25,025,000803,25025000803,8.03,Census Tract 8.03,G5020,S,1158191.000000000000000,0.000000000000000,+42.3594775,-071.1212626,286.180706831000010,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
81,25,025,980300,25025980300,9803,Census Tract 9803,G5020,S,2075986.000000000000000,27540.000000000000000,+42.3006134,-071.0946130,519.759050569000010,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
82,25,025,120201,25025120201,1202.01,Census Tract 1202.01,G5020,S,719468.000000000000000,0.000000000000000,+42.3051570,-071.1083675,177.773221737999990,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
83,25,025,120104,25025120104,1201.04,Census Tract 1201.04,G5020,S,290296.000000000000000,0.000000000000000,+42.3056862,-071.1173049,71.730211105699993,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
84,25,025,110607,25025110607,1106.07,Census Tract 1106.07,G5020,S,1171287.000000000000000,0.000000000000000,+42.2902868,-071.1346400,289.420550686000010,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
85,25,025,000302,25025000302,3.02,Census Tract 3.02,G5020,S,589888.000000000000000,46101.000000000000000,+42.3472584,-071.1676863,157.153358063000010,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
86,25,025,000301,25025000301,3.01,Census Tract 3.01,G5020,S,572307.000000000000000,0.000000000000000,+42.3541442,-071.1688266,141.417399275000010,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
91,25,025,140400,25025140400,1404,Census Tract 1404,G5020,S,1878139.000000000000000,12733.000000000000000,+42.2692219,-071.1118088,466.883102853000030,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
92,25,025,140300,25025140300,1403,Census Tract 1403,G5020,S,1547361.000000000000000,41485.000000000000000,+42.2587734,-071.1188131,390.697490438999980,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
93,25,025,140201,25025140201,1402.01,Census Tract 1402.01,G5020,S,1329071.000000000000000,86300.000000000000000,+42.2375306,-071.1305713,349.598335028000010,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
94,25,025,140202,25025140202,1402.02,Census Tract 1402.02,G5020,S,1538700.000000000000000,17101.000000000000000,+42.2495181,-071.1175430,376.659082500000010,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
95,25,025,140102,25025140102,1401.02,Census Tract 1401.02,G5020,S,2080064.000000000000000,75318.000000000000000,+42.2446858,-071.1424773,532.588690010000050,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
96,25,025,130402,25025130402,1304.02,Census Tract 1304.02,G5020,S,2103293.000000000000000,169597.000000000000000,+42.2724011,-071.1694056,561.635762291999980,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
97,25,025,130300,25025130300,1303,Census Tract 1303,G5020,S,1442181.000000000000000,0.000000000000000,+42.2791295,-071.1507097,356.360814446000010,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
98,25,025,130200,25025130200,1302,Census Tract 1302,G5020,S,1352655.000000000000000,0.000000000000000,+42.2873319,-071.1570120,334.241454759000020,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
99,25,025,130100,25025130100,1301,Census Tract 1301,G5020,S,4344387.000000000000000,45805.000000000000000,+42.2904255,-071.1714978,1084.825180260000000,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
100,25,025,120700,25025120700,1207,Census Tract 1207,G5020,S,297485.000000000000000,0.000000000000000,+42.3242557,-071.1112111,73.506194596499995,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
101,25,025,120600,25025120600,1206,Census Tract 1206,G5020,S,258212.000000000000000,0.000000000000000,+42.3191097,-071.1088407,63.802005751400003,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
102,25,025,120500,25025120500,1205,Census Tract 1205,G5020,S,213705.000000000000000,0.000000000000000,+42.3206587,-071.1042025,52.805046157600003,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
103,25,025,120400,25025120400,1204,Census Tract 1204,G5020,S,998928.000000000000000,0.000000000000000,+42.3139015,-071.1116653,246.827676094000000,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
104,25,025,110601,25025110601,1106.01,Census Tract 1106.01,G5020,S,1406583.000000000000000,8282.000000000000000,+42.2983302,-071.1397069,349.609481390999970,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
105,25,025,110502,25025110502,1105.02,Census Tract 1105.02,G5020,S,684298.000000000000000,0.000000000000000,+42.2829171,-071.1326050,169.087531782000010,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
106,25,025,110501,25025110501,1105.01,Census Tract 1105.01,G5020,S,647848.000000000000000,0.000000000000000,+42.2821618,-071.1414486,160.081384689999990,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
107,25,025,110401,25025110401,1104.01,Census Tract 1104.01,G5020,S,522448.000000000000000,0.000000000000000,+42.2864332,-071.1225529,129.094329466999990,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
108,25,025,101102,25025101102,1011.02,Census Tract 1011.02,G5020,S,561244.000000000000000,0.000000000000000,+42.2787961,-071.0920462,138.676236617999990,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
109,25,025,101101,25025101101,1011.01,Census Tract 1011.01,G5020,S,379768.000000000000000,0.000000000000000,+42.2826649,-071.0950819,93.836733653200000,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
110,25,025,101002,25025101002,1010.02,Census Tract 1010.02,G5020,S,1165212.000000000000000,4369.000000000000000,+42.2740572,-071.0853267,288.788683633999990,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
111,25,025,101001,25025101001,1010.01,Census Tract 1010.01,G5020,S,1296283.000000000000000,5844.000000000000000,+42.2718109,-071.0999859,321.425740505000020,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
112,25,025,100900,25025100900,1009,Census Tract 1009,G5020,S,955495.000000000000000,45716.000000000000000,+42.2740065,-071.0742308,239.402189144000000,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
113,25,025,100601,25025100601,1006.01,Census Tract 1006.01,G5020,S,552585.000000000000000,0.000000000000000,+42.2908491,-071.0562794,136.534514190000010,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
114,25,025,100500,25025100500,1005,Census Tract 1005,G5020,S,858932.000000000000000,0.000000000000000,+42.2882344,-071.0707474,212.229005742999990,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
115,25,025,100400,25025100400,1004,Census Tract 1004,G5020,S,626173.000000000000000,0.000000000000000,+42.2817870,-071.0708447,154.718249818000000,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
116,25,025,100300,25025100300,1003,Census Tract 1003,G5020,S,491879.000000000000000,0.000000000000000,+42.2827979,-071.0797972,121.536794411000000,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
117,25,025,981700,25025981700,9817,Census Tract 9817,G5020,S,314777.000000000000000,14973.000000000000000,+42.3550872,-071.0657432,81.476170388300005,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
118,25,025,981800,25025981800,9818,Census Tract 9818,G5020,S,703274.000000000000000,393640.000000000000000,+42.3231211,-071.1168818,271.039766777000010,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
119,25,025,100200,25025100200,1002,Census Tract 1002,G5020,S,350592.000000000000000,0.000000000000000,+42.2848004,-071.0857215,86.627051286200000,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
120,25,025,100100,25025100100,1001,Census Tract 1001,G5020,S,1037011.000000000000000,874.000000000000000,+42.2902498,-071.0873027,256.448856563999980,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
121,25,025,092400,25025092400,924,Census Tract 924,G5020,S,594010.000000000000000,0.000000000000000,+42.2960418,-071.0849877,146.772654456000000,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
122,25,025,092300,25025092300,923,Census Tract 923,G5020,S,342974.000000000000000,0.000000000000000,+42.2939435,-071.0750607,84.744606475699996,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
123,25,025,092200,25025092200,922,Census Tract 922,G5020,S,581304.000000000000000,0.000000000000000,+42.2950231,-071.0661698,143.631069158000000,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
124,25,025,092000,25025092000,920,Census Tract 920,G5020,S,489737.000000000000000,0.000000000000000,+42.2996758,-071.0675668,121.006674007000000,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
125,25,025,091900,25025091900,919,Census Tract 919,G5020,S,481985.000000000000000,0.000000000000000,+42.3008408,-071.0755308,119.090882511999990,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
126,25,025,091800,25025091800,918,Census Tract 918,G5020,S,432061.000000000000000,0.000000000000000,+42.3073664,-071.0705167,106.755901501000000,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
127,25,025,091700,25025091700,917,Census Tract 917,G5020,S,289325.000000000000000,0.000000000000000,+42.3036111,-071.0659136,71.487744447099999,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
128,25,025,091600,25025091600,916,Census Tract 916,G5020,S,312698.000000000000000,0.000000000000000,+42.3060364,-071.0611894,77.261779677800007,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
129,25,025,981100,25025981100,9811,Census Tract 9811,G5020,S,2713614.000000000000000,19091.000000000000000,+42.2879942,-071.1034042,675.224862808000010,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
130,25,025,140105,25025140105,1401.05,Census Tract 1401.05,G5020,S,1010909.000000000000000,0.000000000000000,+42.2679970,-071.1251892,249.790029828000000,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
131,25,025,980700,25025980700,9807,Census Tract 9807,G5020,S,2887914.000000000000000,53081.000000000000000,+42.2650180,-071.1400504,726.710164950000030,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
132,25,025,120105,25025120105,1201.05,Census Tract 1201.05,G5020,S,1837989.000000000000000,2474.000000000000000,+42.3087398,-071.1262938,454.768917304000010,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
133,25,025,120301,25025120301,1203.01,Census Tract 1203.01,G5020,S,662925.000000000000000,0.000000000000000,+42.3126415,-071.1019313,163.802583668000010,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
134,25,025,091500,25025091500,915,Census Tract 915,G5020,S,404166.000000000000000,0.000000000000000,+42.3114941,-071.0643707,99.862756411000007,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
135,25,025,091400,25025091400,914,Census Tract 914,G5020,S,325020.000000000000000,0.000000000000000,+42.3152689,-071.0698538,80.308507058199993,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
136,25,025,091300,25025091300,913,Census Tract 913,G5020,S,262560.000000000000000,0.000000000000000,+42.3199357,-071.0668701,64.874580718299995,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
137,25,025,091200,25025091200,912,Census Tract 912,G5020,S,323612.000000000000000,0.000000000000000,+42.3163259,-071.0622198,79.958987794999999,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
138,25,025,090600,25025090600,906,Census Tract 906,G5020,S,301664.000000000000000,0.000000000000000,+42.3229604,-071.0722753,74.536886570999997,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
139,25,025,090400,25025090400,904,Census Tract 904,G5020,S,425135.000000000000000,0.000000000000000,+42.3171635,-071.0747098,105.044592186000000,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
140,25,025,090300,25025090300,903,Census Tract 903,G5020,S,380394.000000000000000,0.000000000000000,+42.3109366,-071.0765050,93.989731200600005,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
141,25,025,090200,25025090200,902,Census Tract 902,G5020,S,273671.000000000000000,0.000000000000000,+42.3071378,-071.0790559,67.620811589400006,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
142,25,025,010203,25025010203,102.03,Census Tract 102.03,G5020,S,365106.000000000000000,1185.000000000000000,+42.3453168,-071.0968040,90.506868835500001,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
143,25,025,110403,25025110403,1104.03,Census Tract 1104.03,G5020,S,942869.000000000000000,7697.000000000000000,+42.2782721,-071.1269738,234.879270744000000,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
144,25,025,110201,25025110201,1102.01,Census Tract 1102.01,G5020,S,348208.000000000000000,0.000000000000000,+42.2804960,-071.1170508,86.040529963099999,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
145,25,025,981000,25025981000,9810,Census Tract 9810,G5020,S,1126260.000000000000000,4754.000000000000000,+42.2988831,-071.1267059,279.466493770999990,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
146,25,025,090100,25025090100,901,Census Tract 901,G5020,S,446992.000000000000000,0.000000000000000,+42.3023757,-071.0820198,110.446606835000000,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
147,25,025,082100,25025082100,821,Census Tract 821,G5020,S,370577.000000000000000,0.000000000000000,+42.3094485,-071.0872292,91.564860528899999,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
148,25,025,082000,25025082000,820,Census Tract 820,G5020,S,392158.000000000000000,0.000000000000000,+42.3137479,-071.0839483,96.897217024699998,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
149,25,025,081900,25025081900,819,Census Tract 819,G5020,S,433385.000000000000000,0.000000000000000,+42.3154742,-071.0896520,107.083909111000000,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
150,25,025,081800,25025081800,818,Census Tract 818,G5020,S,373920.000000000000000,0.000000000000000,+42.3203184,-071.0800303,92.390855892700003,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
151,25,025,081700,25025081700,817,Census Tract 817,G5020,S,633564.000000000000000,0.000000000000000,+42.3226962,-071.0860340,156.545887399000010,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
152,25,025,081500,25025081500,815,Census Tract 815,G5020,S,336293.000000000000000,0.000000000000000,+42.3207186,-071.0929141,83.094397990700003,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
153,25,025,081400,25025081400,814,Census Tract 814,G5020,S,620481.000000000000000,0.000000000000000,+42.3277602,-071.0937549,153.314571524000000,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
154,25,025,081300,25025081300,813,Census Tract 813,G5020,S,580338.000000000000000,0.000000000000000,+42.3193270,-071.0976901,143.395514209999990,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
155,25,025,110103,25025110103,1101.03,Census Tract 1101.03,G5020,S,935088.000000000000000,0.000000000000000,+42.2961825,-071.1157388,231.053288490000000,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
156,25,025,110301,25025110301,1103.01,Census Tract 1103.01,G5020,S,817929.000000000000000,0.000000000000000,+42.2868052,-071.1132775,202.104673953000000,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
157,25,025,140106,25025140106,1401.06,Census Tract 1401.06,G5020,S,279850.000000000000000,3116.000000000000000,+42.2738738,-071.1371416,69.920410947600004,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
159,25,025,010701,25025010701,107.01,Census Tract 107.01,G5020,S,202317.000000000000000,0.000000000000000,+42.3497223,-071.0838808,49.989603419900000,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
160,25,025,010408,25025010408,104.08,Census Tract 104.08,G5020,S,43381.000000000000000,0.000000000000000,+42.3431682,-071.0958461,10.718918596100000,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
161,25,025,000503,25025000503,5.03,Census Tract 5.03,G5020,S,139156.000000000000000,0.000000000000000,+42.3396360,-071.1500992,34.384943362700000,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
165,25,025,081200,25025081200,812,Census Tract 812,G5020,S,282374.000000000000000,0.000000000000000,+42.3244316,-071.1038626,69.772299220500003,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
166,25,025,081100,25025081100,811,Census Tract 811,G5020,S,495877.000000000000000,0.000000000000000,+42.3283906,-071.1074808,122.526822897000000,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
167,25,025,080900,25025080900,809,Census Tract 809,G5020,S,256667.000000000000000,0.000000000000000,+42.3323459,-071.1016908,63.420096373500002,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
