,RESPONDENT ID,AGENCY,PANEL NAME,TRANSMITTAL SHEET NAME,LAR COUNT
33,0000002036,1,THE VINTON CTY NB,VINTON COUNTY NATIONAL BANK,624
34,0000002068,1,FIRST DAKOTA NB,FIRST DAKOTA NATIONAL BANK,612
35,0000002137,1,NATIONAL PENN BK,NATIONAL PENN BANK,3460
36,0000002221,1,FIRST NB OF MCMINNVILLE,FNB OF MCMINNVILLE,781
37,0000002234,1,FIRST MRCH BK NA,"FIRST MERCHANTS BANK, NA",4142
38,0000002242,1,HAVANA NB,HAVANA NATIONAL BANK,87
39,0000002302,1,FIRST NB,FIRST NATIONAL BANK OF BELLEVU,151
40,0000002311,1,CAMDEN NB,CAMDEN NATIONAL BANK,1183
41,0000002360,1,LCNB NB,LCNB NATIONAL BANK,728
42,0000002477,1,FIRST NB,FIRST NATIONAL BANK OF WEATHER,47
43,0000002503,1,HOMETOWN NB,HOMETOWN NATIONAL BANK,114
44,0000002515,1,EPHRATA NB,THE EPHRATA NATIONAL BANK,669
45,0000002725,1,FIRST NAT B&TC,FIRST NATIONAL BANK AND TRUST,671
46,0000002747,1,HORIZON BK NA,"HORIZON BANK, NA",3353
47,0000002782,1,INTRUST BK NA,"INTRUST BANK, N.A.",1693
48,0000003060,1,JONES NB&TC OF SEWARD,JONES NATIONAL BANK AND TRUST,105
49,0000003105,1,FIRST NB,FIRST NATIONAL BANK,186
50,0000003124,1,SECURITY NB SIOUX CITY,SECURITY NB OF SIOUX CITY IA,426
51,0000003147,1,NATIONAL BK OF MALVERN,THE NATIONAL BANK OF MALVERN,48
52,0000003180,1,FIRST NB OF HUTCHINSON,FIRST NATIONAL BANK HUTCHINSON,269
53,0000003393,1,FIRST NB IN SIOUX FALLS,THE FIRST NB IN SIOUX FALLS,386
54,0000003533,1,FIRST NB,THE FNB BALLINGER,73
55,0000003654,1,FARMERS NB,FARMERS NATIONAL BANK,518
,RESPONDENT ID,AGENCY,PANEL NAME,TRANSMITTAL SHEET NAME,LAR COUNT
56,0000003656,1,CADENCE BK NA,"CADENCE BANK, N.A.",3795
57,0000003711,1,ATLANTA NB,THE ATLANTA NATIONAL BANK,13
58,0000003724,1,FIRST NB FOX VALLEY,FIRST NATIONAL BANK FOX VALLEY,312
59,0000003817,1,CANANDAIGUA NB&TC,CANANDAIGUA NATIONAL BANK,1099
60,0000003956,1,BAKER BOYER NB,BAKER BOYER BANK,209
61,0000004013,1,LENOX NB,LENOX NATIONAL BANK,12
62,0000004039,1,FIRST NB OF MIFFLINTOWN,THE FIRST NATIONAL BANK OF MIF,364
63,0000004076,1,FIRST NB,FIRST NATIONAL BANK MCGREGOR,149
64,0000004093,1,FIRST NB,FIRST NATIONAL BANK OF BASTROP,301
65,0000004097,1,NATIONAL BK,NATIONAL BANK,251
66,0000004107,1,NATIONAL CAPITAL BK OF WA,THE NATIONAL CAPITAL BANK,47
67,0000004137,1,STEPHENSON NB&TC,THE STEPHENSON NAT'L BANK & TR,231
68,0000004166,1,FIRST FNCL BK NA,FIRST FINANCIAL BANK NA,3591
69,0000004208,1,FIRST NB,FIRST NATIONAL BANK OF HUNTSVI,301
70,0000004230,1,SUFFOLK CTY NB,SUFFOLK COUNTY NATIONAL BANK,212
71,0000004238,1,FIRST NB,FIRST NATIONAL BANK OF BEEVILL,49
72,0000004241,1,FIRST NB,FIRST NATL BANK OF BELLVILLE,102
73,0000004246,1,COMANCHE NB,COMANCHE NATIONAL BANK,146
74,0000004265,1,LEGEND BK NA,LEGEND BANK,183
75,0000004284,1,CENTRAL NB,CENTRAL NATIONAL BANK,1572
76,0000004596,1,OLD SECOND NB,OLD SECOND NATIONAL BANK,1324
77,0000004620,1,FIRST NB OF BERLIN,FIRST NATIONAL BANK,221
78,0000004701,1,TEXAS HERITAGE NB,TEXAS HERITAGE NATIONAL BANK,36
79,0000004742,1,SUNFLOWER BK NA,"SUNFLOWER BANK, N.A.",1022
80,0000004860,1,MIDLAND NB OF NEWTON,MIDLAND NATIONAL BANK,189
81,0000004934,1,FIRST NB OF CARMI,THE FIRST NATIONAL BANK OF CAR,371
82,0000004975,1,BANK FIRST NAT,BANK FIRST NATIONAL,597
83,0000004994,1,FIRST NB,THE FIRST NATIONAL BANK,173
84,0000005073,1,FARMERS AND MERCHANTS BK OF WE,NEXTIER BANK N.A.,406
85,0000005203,1,WAGGONER NB,WAGGONER NATIONAL BANK,83
86,0000005224,1,FIRST NB OF PAWNEE,FIRST NATIONAL BANK OF PAWNEE,18
87,0000005263,1,FIRST CITIZENS NB,FIRST CITIZENS NATIONAL BANK,682
88,0000005267,1,RIDDELL NB,RIDDELL NATIONAL BANK,344
89,0000005275,1,CITY NB,CITY NATIONAL BANK OF TAYLOR,122
90,0000005288,1,FIRST NB,FIRST NATIONAL BANK OF GILMER,195
91,0000005413,1,RAWLINS NB,THE RAWLINS NATIONAL BANK,30
92,0000005425,1,LIBERTY NB,LIBERTY NATIONAL BANK,180
93,0000005466,1,FIRST NB,FIRST NATIONAL BANK OF SONORA,434
94,0000005481,1,FARMERS NB,THE FARMERS NATIONAL BANK OF E,601
95,0000005484,1,CITIZENS NB,CITIZENS NATIONAL BANK,49
96,0000005528,1,FIRST NB OF MANCHESTER,FIRST NATIONAL BANK,128
97,0000005547,1,FIRST NB&TC,FIRST NATIONAL BANK & TRUST CO,375
98,0000005552,1,PEOPLES BK NA,"PEOPLES BANK, NATIONAL ASSOCIA",1554
99,0000005581,1,AUSTIN BK TX NA,AUSTIN BANK TEXAS NA,1125
100,0000005584,1,FIRST NB OF CHILLICOTHE,FIRST NATIONAL BANK OF CHILLIC,29
101,0000005599,1,MARS NB,MARS NATIONAL BANK,348
102,0000005629,1,FCN BK NA,FCN BANK NATIONAL ASSOCIATION,278
103,0000005658,1,PESHTIGO NB,THE PESHTIGO NATIONAL BANK,129
104,0000005674,1,FIRST NB,FIRST NATIONAL BANK,38
105,0000005737,1,FIRST NB,FIRST NATIONAL BANK OF TRENTON,1438
106,0000005741,1,GILMER NB,GILMER NATIONAL BANK,74
107,0000005750,1,DBA FIRST CONVENIENCE BK,FIRST NATIONAL BANK TEXAS,1588
108,0000005753,1,CITY NB&TC,CITY NATIONAL BANK & TRUST CO,436
109,0000005774,1,FIRST NB,FIRST NATIONAL BANK OF MOODY,33
110,0000005815,1,RESOURCE BK NA,"RESOURCE BANK, N.A.",131
,RESPONDENT ID,AGENCY,PANEL NAME,TRANSMITTAL SHEET NAME,LAR COUNT
111,0000005842,1,HOME NB OF THORNTOWN,HOME NATIONAL BANK,60
112,0000005850,1,FIRST NB CENTRAL TX,FIRST NATIONAL BANK OF CENTRAL,203
113,0000005886,1,RAMSEY NB,RAMSEY NATIONAL BANK,71
114,0000005929,1,FIRST NB,FIRST NATIONAL BANK,339
115,0000005932,1,FIRST NB,FIRST NATIONAL BANK OF KEMP,21
116,0000006030,1,FIRST NB OF LAS ANIMAS,THE FIRST NB OF LAS ANIMAS,133
117,0000006091,1,FIRST NB,FIRST NATIONAL BANK OF ANSON,97
118,0000006101,1,FIRST NB OF KS,FIRST NATIONAL BANK OF KANSAS,27
119,0000006112,1,NEWFIRST NB,NEWFIRST NATIONAL BANK,151
120,0000006207,1,QUEENSBOROUGH NB&TC,QUEENSBOROUGH NB&TC,834
121,0000006221,1,FIRST NB NORTHEAST,FIRST NATIONAL BANK NORTHEAST,26
122,0000006375,1,FARMERS NB,FARMERS NATIONAL BANK,167
123,0000006417,1,MINNESOTA NB,MINNESOTA NATIONAL BANK,171
124,0000006487,1,FIRST NB OF DRYDEN,FIRST NATIONAL BANK OF DRYDEN,67
125,0000006635,1,HNB NB,HNB NATIONAL BANK,686
126,0000006667,1,PEOPLES NB,THE PEOPLES NATIONAL BANK OF M,92
127,0000006680,1,SIMMONS FIRST NB,SIMMONS FIRST NATIONAL BANK,4814
128,0000006684,1,GRAND RIDGE NB,GRAND RIDGE NATIONAL BANK,19
129,0000006707,1,FIRST NB OF ELMER,THE FIRST NAT'L BANK OF ELMER,61
130,0000006813,1,FIRST NB,FIRST NATIONAL BANK,57
131,0000006879,1,FIRST NB OF COWETA,FIRST NATIONAL BANK,16
132,0000006910,1,FIRST NB OF RAYMOND,FIRST NATIONAL BANK OF RAYMOND,110
133,0000006921,1,FIRST NB OF LE CENTER,FNB LE CENTER,47
134,0000006922,1,FIRST NB,THE FIRST NATIOAL BANK,134
135,0000006991,1,MINERS NB OF EVELETH,MINERS NB OF EVELETH,37
136,0000007087,1,FIRST NB OF RIVER FALLS,FIRST NATIONAL BANK OF RIVER F,190
137,0000007115,1,FIRST NB&TC OF BROKEN ARROW,FNBBA,48
138,0000007236,1,UNION NB,UNION NATIONAL BANK,8
139,0000007266,1,CITIZENS NB OF MERIDIAN,CITIZENS NATIONAL BANK OF MERI,571
140,0000007276,1,FIRST NB OF CATLIN,FIRST NATIONAL BANK OF CATLIN,254
141,0000007524,1,CENDERA BK NA,"CENDERA BANK, N.A.",60
142,0000007592,1,FIRST NB OF HARTFORD,FIRST NATIONAL BANK OF HARTFOR,88
143,0000007647,1,FIRST NB OF CHISHOLM,FIRST NATIONAL BANK,25
144,0000007685,1,FIRST NB OF LAYTON,FIRST NATIONAL BANK OF LAYTON,635
145,0000007699,1,GLENS FALLS NB&TC,GLENS FALLS NATIONAL BANK,978
146,0000007748,1,OZONA NB,OZONA NATIONAL BANK,56
147,0000007768,1,FIRST NB OF JEANERETTE,FIRST NAT'L BANK OF JEANERETTE,167
148,0000007814,1,JACKSBORO NB,JACKSBORO NATIONAL BANK,245
149,0000007898,1,NATIONAL BK OF WAUPUN,THE NATIONAL BANK OF WAUPUN,63
150,0000007899,1,FIRST NB OF WAYNESBORO,FIRST NATIONAL BK OF WAYNESBOR,71
151,0000008004,1,COLORADO NB,COLORADO NATIONAL BANK,6
152,0000008031,1,AMFIRST BK NA,"AMFIRST BANK, N.A.",31
153,0000008039,1,FIRST NB,FIRST NATIONAL BANK OF ONEIDA,155
154,0000008094,1,FIRST NB,FIRST NATIONAL BANK OF STANTON,5
155,0000008134,1,BLANCO NB,THE BLANCO NATIONAL BANK,63
156,0000008221,1,FARMERS & MERCHANTS NB,THE FARMERS AND MERCHANTS NATI,120
157,0000008345,1,FAYETTE CTY NB OF FAYETTEVILLE,FAYETTE COUNTY NATIONAL BANK,201
158,0000008467,1,CONWAY BK NA,"CONWAY BANK, NA",29
159,0000008515,1,CITIZENS NB,CITIZENS NATIONAL BANK,12
160,0000008531,1,COMMUNITY BK NA,"COMMUNITY BANK, N.A.",7126
161,0000008606,1,FALLS CITY NB,FALLS CITY NATIONAL BANK,73
162,0000008671,1,FIRST NB HARTFORD,FIRST NATIONAL BANK - HARTFORD,141
163,0000008673,1,FIRST NB,FIRST NATIONAL BANK,194
164,0000008709,1,1ST NB,1ST NATIONAL BANK,499
165,0000008757,1,FIRST NB OF ELK RIVER,FIRST NATIONAL BANK OF ELK RIV,75
,RESPONDENT ID,AGENCY,PANEL NAME,TRANSMITTAL SHEET NAME,LAR COUNT
166,0000008783,1,FIRST NB FREDERICKSBURG,1ST NATL BK OF FREDERICKSBURG,102
167,0000008796,1,ARMED FORCES BK NA,"ARMED FORCES BANK, NA",848
168,0000008830,1,FIRST NB,FIRST NATIONAL BANK,141
169,0000008854,1,NEXTIER BK NA,"NEXTIER BANK, NA",128
170,0000008868,1,LYNNVILLE NB,LYNNVILLE NATIONAL BANK,208
171,0000008899,1,MOODY NB,MOODY NATIONAL BANK,205
172,0000008953,1,COMMUNITYONE BK NA,"COMMUNITYONE BANK, N.A.",1248
173,0000009050,1,FIRST NB OF MILACA,FIRST NATIONAL BANK OF MILACA,84
174,0000009179,1,PARK NB,THE PARK NATIONAL BANK,5100
175,0000009295,1,FIRST NB,FIRST NATIONAL BANK,132
176,0000009343,1,AMERICAN NB&TC,AMERICAN NATIONAL BANK & TRUST,500
177,0000009354,1,1ST BK NA,"1ST BANK, N.A.",248
178,0000009408,1,PEOPLES NB,"PEOPLES NATIONAL BANK, N.A.",824
179,0000009536,1,KINGSTON NB,KINGSTON NATIONAL BANK,179
180,0000009582,1,FIRST NB OF DIETERICH,THE FIRST NATIONAL BANK OF DIE,313
181,0000009669,1,BRIDGEHAMPTON NB,THE BRIDGEHAMPTON NATIONAL BAN,106
182,0000009734,1,BRADFORD NB,BRADFORD NATIONAL BANK,157
183,0000009788,1,HERGET BK NA,HERGET BANK NATIONAL ASSOCIATI,134
184,0000009810,1,FIRST NB,THE FIRST NATIONAL BANK OF MER,57
185,0000009859,1,SOMERVILLE NB,SOMERVILLE NATIONAL BANK,362
186,0000009868,1,FIRST NAT CMNTY BK,FNCB,344
187,0000009888,1,FIRST NB,FIRST NATIONAL BANK,69
188,0000009924,1,POWELL VALLEY NB,POWELL VALLEY NATIONAL BANK,248
189,0000010004,1,FIRST NB,FIRST NATIONAL BANK,652
190,0000010045,1,FIRST MID-IL B&T NA,"FIRST MID-ILLINOIS B & T, NA",1226
191,0000010118,1,FIRST HOPE BK A NAT BKG ASSN,"FIRST HOPE BANK, NA",100
192,0000010180,1,FIRST NB OF WATERLOO,FIRST NATIONAL BANK OF WATERLO,299
193,0000010254,1,CUMBERLAND VALLEY NB&TC,CUMBERLAND VALLEY NATL BANK,245
194,0000010354,1,MIDSTATES BK NA,MIDSTATES BANK,184
195,0000010406,1,FIRST NB OF NORTH AR,FNB OF NORTH ARKANSAS,201
196,0000010408,1,FIRST NB AMES IA,"FIRST NATIONAL BANK, AMES, IA",193
197,0000010420,1,TEXAS GULF BK NA,"TEXAS GULF BANK, NA",61
198,0000010465,1,FIRST NB,FIRST NATIONAL BANK,195
199,0000010476,1,TEXANA BK NA,TEXANA BANK,108
200,0000010536,1,CONWAY NB,THE CONWAY NATIONAL BANK,468
201,0000010646,1,BANK TX NA,BANK TEXAS NA,356
202,0000010680,1,FIRST NB OF SC,FIRST NATIONAL BANK OF SC,39
203,0000010735,1,CITIZENS NB,CITIZENS NATIONAL BANK,277
204,0000010789,1,CITIZENS NB,THE CITIZENS NATIONAL BANK,76
205,0000010807,1,FIRST NB OF WYNNE,FIRST NATIONAL BANK OF WYNNE,92
206,0000010823,1,FIRST NB OF ABSECON,FIRST NATIONAL BANK OF ABSECON,72
207,0000010844,1,BANK OF BRIDGER NA,BANK OF BRIDGER N.A.,92
208,0000010911,1,FIRST NB OF AVA,FIRST NATIONAL BANK OF AVA,74
209,0000011001,1,FIRST NB&TC,1ST NATIONAL BANK OF OKMULGEE,256
210,0000011019,1,FIRST NB,FIRST NB OF TOM BEAN,39
211,0000011312,1,FIRST NB OF LAWRENCE COUNTY,FIRST NB OF LAWRENCE COUNTY,184
212,0000011343,1,FIRST NB,FNB,119
213,0000011397,1,FIRST NB OK,FIRST NATIONAL BANK OF OKLAHOM,204
214,0000011412,1,FIRST NAT CMNTY BK,FIRST NATIONAL COMMUNITY BANK,201
215,0000011443,1,ILLINOIS NB,ILLINOIS NATIONAL BANK,973
216,0000011526,1,EAGLE VALLEY BK NA,"EAGLE VALLEY BANK, NA",47
217,0000011573,1,CITIZENS NB,CITIZENS NATIONAL BANK,770
218,0000011583,1,EVANS BK NA,"EVANS BANK, N.A.",532
219,0000011700,1,FIRST NB,FIRST NATIONAL BANK,768
220,0000011715,1,LEMONT NB,LEMONT NATIONAL BANK,5
,RESPONDENT ID,AGENCY,PANEL NAME,TRANSMITTAL SHEET NAME,LAR COUNT
221,0000011798,1,FIRST NB OF LOUISBURG,FIRST NATIONAL BANK,37
222,0000011875,1,MERCHANTS NB,MERCHANTS NATIONAL BANK SACTO,12
223,0000011879,1,TEXAS NB,TEXAS NATIONAL BANK,145
224,0000012018,1,UPSTATE NB,THE UPSTATE NATIONAL BANK,49
225,0000012044,1,CENTRAL NB&TC,CENTRAL NATIONAL BANK OF ENID,106
226,0000012072,1,FIRST NB ALASKA,FIRST NATIONAL BANK ALASKA,848
227,0000012095,1,STROUD NB,STROUD NATIONAL BANK,119
228,0000012158,1,CENTRAL NB OF POTEAU,CENTRAL NATIONAL BANK,94
229,0000012190,1,INCOMMONS BK NA,"INCOMMONS BANK, N.A.",165
230,0000012229,1,NATIONAL BK OF BLACKSBURG,NATIONAL BANK OF BLACKSBURG T/,332
231,0000012267,1,OLD POINT NB OF PHOEBUS,OLD POINT NATIONAL BANK,338
232,0000012308,1,TEXAS REPUBLIC BK NA,TEXAS REPUBLIC BANK,260
233,0000012346,1,SOUTHWEST NB,SOUTHWEST NATIONAL  BANK,122
234,0000012395,1,FIRST NB OF COKATO,FIRST NATIONAL BANK OF COKATO,19
235,0000012456,1,FARMERS NB,THE FARMERS NATIONAL BANK,234
236,0000012471,1,NEFFS NB,THE NEFFS NATIONAL BANK,85
237,0000012523,1,FIRST NB OF LA,FIRST NATIONAL BANK OF LA,186
238,0000012591,1,VISION BK NA,VISION BANK,878
239,0000012594,1,CITIZENS NB,THE CITIZENS NATIONAL BANK,100
240,0000012700,1,HAMLIN NB,HAMLIN NATIONAL BANK,1
241,0000012739,1,FIRST NB,FIRST NATIONAL BANK OF EVANT,35
242,0000012779,1,GREAT LAKES BK NA,GREAT LAKES BANK,88
243,0000012810,1,SAVANNAH BK NA,"SAVANNAH BANK, N.A.",115
244,0000012850,1,FIRST LIBERTY NB,FIRST LIBERTY NATIONAL BANK,100
245,0000012898,1,COMMUNITYBANK TX NA,COMMUNITYBANK OF TEXAS NA,356
246,0000012947,1,FIRST NB OF MOOSE LAKE,FNB MOOSE LAKE,94
247,0000012955,1,CITIZENS NB OF GREATER STL,CITIZENS NATIONAL BANK,335
248,0000012968,1,KLEBERG FIRST NB,KLEBERG FIRST NATIONAL BANK,304
249,0000013022,1,STATE NB,STATE NATIONAL BANK IN WEST,11
250,0000013023,1,CITIZENS NB OF PAINTSVILLE,CITIZENS NB OF PAINTSVILLE,249
251,0000013078,1,PIONEER NB OF DULUTH,PIONEER NATIONAL BANK,48
252,0000013102,1,FIRST NB OF MT DORA,THE FNB OF MOUNT DORA,56
253,0000013116,1,WESTERN NB,WESTERN NATIONAL BANK,38
254,0000013126,1,FIRST NB OF LONG ISLAND,THE FIRST NATIONAL BANK OF LI,394
255,0000013202,1,FIRST NB OF BANGOR,THE FIRST NATIONAL BANK OF BAN,75
256,0000013347,1,GIRARD NB,GIRARD NATIONAL BANK,568
257,0000013431,1,CATTLE NB & TR CO,CATTLE NATIONAL BANK & TRUST,143
258,0000013443,1,CITIZENS NB,CITIZENS NATIONAL BANK,774
259,0000013448,1,FIRST NB GEORGETOWN,FIRST NATIONAL BANK IN GEORGET,13
260,0000013479,1,LINCOLN NB OF HODGENVLLE,LINCOLN NATIONAL BANK,194
261,0000013516,1,CITIZENS NB,CITIZENS NATIONAL BANK OF TEXA,189
262,0000013543,1,FIRST NB IN GREEN FOREST,ANSTAFF BANK N.A.,142
263,0000013579,1,FIRST NB IN TREMONT,FIRST NATIONAL BANK IN TREMONT,87
264,0000013596,1,PEOPLES NB,PEOPLES NATIONAL BANK,126
265,0000013614,1,STATE NB TX,STATE NATIONAL BANK OF TEXAS,72
266,0000013637,1,FIRST NB OF EAST ARKANSAS,FIRST NATL BK OF EAST ARK,118
267,0000013641,1,1ST NB OF S FL,1ST NATIONAL BANK OF SOUTH FLO,49
268,0000013675,1,FIRST NB OF BOSQUE CTY,FIRST NATIONAL BANK,91
269,0000013678,1,BRENHAM NB,BRENHAM NATIONAL BANK,35
270,0000013684,1,MB FNCL BK NA,MB FINANCIAL BANK NA,13389
271,0000013731,1,CLASSIC BK NA,"CLASSIC BANK, NA",129
272,0000013742,1,FIRST NB,FIRST NATIONAL BANK,573
273,0000013778,1,EXTRACO BKS NA,"EXTRACO BANKS, N.A.",1097
274,0000013790,1,ALERUS FNCL NA,"ALERUS FINANCIAL, N.A.",3535
275,0000013809,1,FIRST NB IN PAXTON,FIRST NATIONAL BANK IN PAXTON,41
,RESPONDENT ID,AGENCY,PANEL NAME,TRANSMITTAL SHEET NAME,LAR COUNT
276,0000013835,1,MILLBURY NB,MILLBURY NATIONAL BANK,27
277,0000013847,1,CITIZENS NB OF WOODSFIELD,THE CITIZENS NATIONAL BANK,95
278,0000013871,1,COMMUNITY NB OF NORTHWESTERN P,COMMUNITY NTL BANK OF NW PA,42
279,0000013872,1,NATIONAL B&TC OF SYCAMORE,THE NATIONAL BANK & TRUST COMP,533
280,0000013879,1,NATIONAL EXCHANGE B&T,NATIONAL EXCHANGE B&T,948
281,0000013934,1,FIRST-LOCKHART NB,FIRST LOCKHART NATIONAL BANK,109
282,0000013944,1,GREENVILLE NB,GREENVILLE NATIONAL BANK,272
283,0000013972,1,MINNSTAR BK NA,MINNSTAR BANK N.A.,41
284,0000014005,1,FIRST TEXOMA NB,FIRST TEXOMA NATIONAL BANK,153
285,0000014012,1,SOUTHTRUST BK NA,"SOUTHTRUST BANK, N.A.",97
286,0000014062,1,HILLSDALE CTY NB,HILLSDALE COUNTY NATIONAL BANK,644
287,0000014109,1,NATIONAL BK OF CMRC,NATIONAL BANK OF COMMERCE,426
288,0000014141,1,BROOKVILLE NB,BROOKVILLE NATIONAL BANK,54
289,0000014144,1,FIRST NB IN HOWELL,FIRST NATIONAL BANK IN HOWELL,51
290,0000014149,1,HASKELL NB,HASKELL NATIONAL BANK,61
291,0000014163,1,FIRST NB,FIRST NATIONAL BANK,67
292,0000014168,1,FIRST NB IN DERIDDER,FIRST NATIONAL BANK IN DERIDDE,275
293,0000014206,1,AMARILLO NB,AMARILLO NATIONAL BANK,3805
294,0000014221,1,FIRST NB&TC ROCHELLE,FIRST NATIONAL BANK & TRUST CO,185
295,0000014240,1,NEWFIELD NB,NEWFIELD NATIONAL BANK,223
296,0000014252,1,FIRST NB,FIRST NATIONAL BANK,420
297,0000014255,1,CITIZENS NB OF QUITMAN,THE CITIZENS NATIONAL BANK OF,58
298,0000014268,1,FIRST NB,THE FIRST NATIONAL BANK IN CAR,49
299,0000014290,1,LORAIN NB,LORAIN NATIONAL BANK,635
300,0000014310,1,FIRST NB IN STAUNTON,FIRST NATIONAL BANK IN STAUNTO,491
301,0000014328,1,FIRST NB,FIRST NATIONAL BANK,228
302,0000014347,1,CNB B&T NA,"CNB BANK & TRUST, N..A.",632
303,0000014351,1,HONDO NB,THE HONDO NATIONAL BANK,63
304,0000014369,1,STILLMAN BANCCORP NA,"STILLMAN BANCCORP, N. A.",713
305,0000014371,1,COMMERCIAL BK OF TX NA,"COMMERCIAL BANK OF TEXAS, N.A.",657
306,0000014397,1,BARABOO NB,THE BARABOO NATIONAL BANK,416
307,0000014418,1,PEOPLES NB OF KEWANEE,PEOPLES NATIONAL BANK OF KEWAN,79
308,0000014429,1,HELENA NB,HELENA NATIONAL BANK,31
309,0000014447,1,BROADWAY NB,BROADWAY NATIONAL BANK,394
310,0000014458,1,FARMERS MRCH NB PAXTON,FARMERS-MERCHANTS NATIONAL BAN,60
311,0000014479,1,BUENA VISTA NB,BUENA VISTA NATIONAL BANK,220
312,0000014488,1,MERCHANTS BK NA,"MERCHANTS BANK, N.A.",2608
313,0000014510,1,NATIONAL BK,NATIONAL BANK,226
314,0000014531,1,CROOKSTON NB,CROOKSTON NATIONAL BANK,28
315,0000014532,1,FIRST NB OF CLINTON,FIRST NATIONAL BANK OF CLINTON,9
316,0000014546,1,FORT SILL NB,FORT SILL NATIONAL BANK,235
317,0000014564,1,FIRST BKR TC NA,FIRST BANKERS TRUST COMPANY,413
318,0000014566,1,FOREST PARK NB&TC,FOREST PARK NATIONAL BANK & TR,91
319,0000014592,1,FIRST NB OF PICAYUNE,FIRST NATIONAL BANK OF PICAYUN,188
320,0000014607,1,NATIONAL BK OF PETERSBURG,NATIONAL BANK OF PETERSBURG,94
321,0000014617,1,NATIONAL BK ST ANNE,NATIONAL BANK OF ST ANNE,48
322,0000014619,1,FIRST NB OF PULASKI,FIRST NATIONAL BANK OF PULASKI,467
323,0000014680,1,FIRST NB OF SCOTIA,FIRST NATIONAL BANK OF SCOTIA,210
324,0000014688,1,ALBANY B&TC NA,ALBANY BANK AND TRUST COMPANY,49
325,0000014717,1,FIRST NB,FIRST NATIONAL BANK,22
326,0000014731,1,OZARK HERITAGE BK NA,"OZARK HERITAGE BANK, NA",28
327,0000014740,1,FIRST NB AMER,FIRST NATIONAL BANK OF AMERICA,2031
328,0000014757,1,FISHER NB,FISHER NATIONAL BANK,204
329,0000014766,1,FIRST NB OF CRESTVIEW,FIRST NNATIONAL BANK OF CRESTV,13
330,0000014807,1,CITY NB OF WV,CITY NATIONAL BANK OF WV,4726
,RESPONDENT ID,AGENCY,PANEL NAME,TRANSMITTAL SHEET NAME,LAR COUNT
331,0000014821,1,FIRST NB,FIRST NATIONAL BANK,200
332,0000014838,1,SEACOAST NB,SEACOAST NATIONAL BANK,1797
333,0000014842,1,FIRST NB,FIRST NATIONAL BANK OF FORT ST,29
334,0000014898,1,COMMUNITY NAT B&T TX,COMMUNITY NATIONAL BANK,273
335,0000014905,1,FIRST NB,FIRST NATIONAL BANK OF ALVIN,14
