,RESPONDENT ID,AGENCY,PANEL NAME,TRANSMITTAL SHEET NAME,LAR COUNT
46,0000002782,1,INTRUST BK NA,"INTRUST BANK, N.A.",1960
47,0000003060,1,JONES NB&TC OF SEWARD,JONES NATIONAL BANK AND TRUST,62
48,0000003105,1,FIRST NB,FIRST NATIONAL BANK,213
49,0000003124,1,SECURITY NB SIOUX CITY,SECURITY NB OF SIOUX CITY IA,499
50,0000003147,1,NATIONAL BK OF MALVERN,THE NATIONAL BANK OF MALVERN,40
51,0000003180,1,FIRST NB OF HUTCHINSON,FIRST NATIONAL BANK HUTCHINSON,246
52,0000003393,1,FIRST NB IN SIOUX FALLS,THE FIRST NB IN SIOUX FALLS,407
53,0000003533,1,FIRST NB,THE FNB BALLINGER,41
54,0000003654,1,THE FARMERS NB OF CANFIELD,FARMERS NATIONAL BANK,924
55,0000003656,1,CADENCE BK NA,"CADENCE BANK, N.A.",3956
,RESPONDENT ID,AGENCY,PANEL NAME,TRANSMITTAL SHEET NAME,LAR COUNT
56,0000003711,1,ATLANTA NB,THE ATLANTA NATIONAL BANK,18
57,0000003724,1,FIRST NB FOX VALLEY,FIRST NATIONAL BANK FOX VALLEY,407
58,0000003727,1,FIRST NB,THE FIRST NATIONAL BANK OF GRA,549
59,0000003817,1,CANANDAIGUA NB&TC,CANANDAIGUA NATIONAL BANK,1222
60,0000003956,1,BAKER BOYER NB,BAKER BOYER BANK,227
61,0000004039,1,FIRST NB OF MIFFLINTOWN,THE FIRST NATIONAL BANK OF MIF,388
62,0000004076,1,THE FIRST NB MCGREGOR,FIRST NATIONAL BANK MCGREGOR,175
63,0000004093,1,FIRST NB,FIRST NATIONAL BANK OF BASTROP,416
64,0000004097,1,NATIONAL BK,NATIONAL BANK,178
65,0000004107,1,NATIONAL CAPITAL BK OF WA,THE NATIONAL CAPITAL BANK,34
66,0000004137,1,STEPHENSON NB&TC,THE STEPHENSON NAT'L BANK & TR,412
67,0000004166,1,FIRST FNCL BK NA,FIRST FINANCIAL BANK N. A.,5074
68,0000004208,1,FIRST NB,FIRST NATIONAL BANK OF HUNTSVI,321
69,0000004230,1,SUFFOLK CTY NB,SUFFOLK COUNTY NATIONAL BANK,207
70,0000004238,1,FIRST NB,FIRST NATIONAL BANK OF BEEVILL,60
71,0000004241,1,FIRST NB,FIRST NATL BANK OF BELLVILLE,84
72,0000004246,1,COMANCHE NB,COMANCHE NATIONAL BANK,116
73,0000004265,1,LEGEND BK NA,LEGEND BANK,248
74,0000004284,1,CENTRAL NB,CENTRAL NATIONAL BANK,1497
75,0000004596,1,OLD SECOND NB,OLD SECOND NATIONAL BANK,1626
76,0000004620,1,FIRST NB OF BERLIN,FIRST NATIONAL BANK,364
77,0000004701,1,TEXAS HERITAGE NB,TEXAS HERITAGE NATIONAL BANK,61
78,0000004742,1,SUNFLOWER BK NA,"SUNFLOWER BANK, N.A.",1133
79,0000004860,1,MIDLAND NB OF NEWTON,MIDLAND NATIONAL BANK,180
80,0000004934,1,FIRST NB OF CARMI,THE FIRST NATIONAL BANK OF CAR,293
81,0000004975,1,BANK FIRST NAT,BANK FIRST NATIONAL,859
82,0000004994,1,FIRST NB,THE FIRST NATIONAL BANK,235
83,0000005073,1,NEXTIER BK NA,NEXTIER BANK N.A.,470
84,0000005203,1,WAGGONER NB,WAGGONER NATIONAL BANK,104
85,0000005224,1,FIRST NB OF PAWNEE,FIRST NATIONAL BANK OF PAWNEE,29
86,0000005263,1,FIRST CITIZENS NB,FIRST CITIZENS NATIONAL BANK,745
87,0000005267,1,RIDDELL NB,RIDDELL NATIONAL BANK,302
88,0000005275,1,CITY NB,CITY NATIONAL BANK OF TAYLOR,143
89,0000005288,1,FIRST NB,FIRST NATIONAL BANK OF GILMER,198
90,0000005413,1,RAWLINS NB,RAWLINS NATIONAL BANK,40
91,0000005425,1,LIBERTY NB,LIBERTY NATIONAL BANK,279
92,0000005466,1,FIRST NB,FIRST NATIONL BANK OF SONORA,364
93,0000005481,1,FARMERS NB,THE FARMERS NATIONAL BANK OF E,689
94,0000005484,1,CITIZENS NB,CITIZENS NATIONAL BANK,46
95,0000005528,1,FIRST NB OF MANCHESTER,FIRST NATIONAL BANK,151
96,0000005547,1,FIRST NB&TC,FIRST NATIONAL BANK & TRUST CO,342
97,0000005581,1,AUSTIN BK TX NA,AUSTIN BANK TEXAS NA,1192
98,0000005599,1,MARS NB,MARS NATIONAL BANK,521
99,0000005628,1,FIRST NB,FIRST NATIONAL BANK OF SHINER,112
100,0000005629,1,FCN BK NA,"FCN BANK, NATIONAL ASSOCIATION",386
101,0000005658,1,PESHTIGO NB,THE PESHTIGO NATIONAL BANK,141
102,0000005674,1,FIRST NB,FIRST NATIONAL BANK,64
103,0000005737,1,FIRST NB,FIRST NATIONAL BANK OF TRENTON,1467
104,0000005741,1,GILMER NB,GILMER NATIONAL BANK,75
105,0000005750,1,DBA FIRST CONVENIENCE BK,FIRST NATIONAL BANK TEXAS,1548
106,0000005753,1,CITY NB&TC,CITY NATIONAL BANK,365
107,0000005774,1,FIRST NB,FIRST NATIONAL BANK OF MOODY,38
108,0000005815,1,RESOURCE BK NA,"RESOURCE BANK, N.A.",133
109,0000005842,1,HOME NB OF THORNTOWN,HOME NATIONAL BANK,40
110,0000005850,1,FIRST NB CENTRAL TX,FIRST NATIONAL BANK OF CENTRAL,193
,RESPONDENT ID,AGENCY,PANEL NAME,TRANSMITTAL SHEET NAME,LAR COUNT
111,0000005886,1,RAMSEY NB,RAMSEY NATIONAL BANK,84
112,0000005929,1,"BEAR ST BK, NA",BEAR STATE BANK,1235
113,0000005932,1,FIRST NB,FIRST NATIONAL BANK OF KEMP,16
114,0000006030,1,FIRST NB OF LAS ANIMAS,THE FIRST NB OF LAS ANIMAS,121
115,0000006091,1,FIRST NB,FIRST NATIONAL BANK OF ANSON,63
116,0000006101,1,FIRST NB OF KS,FIRST NATIONAL BANK OF KANSAS,25
117,0000006112,1,NEWFIRST NB,NEWFIRST NATIONAL BANK,96
118,0000006207,1,QUEENSBOROUGH NB&TC,QUEENSBOROUGH NB&TC,1016
119,0000006221,1,FIRST NB NORTHEAST,FIRST NATIONAL BANK NORTHEAST,25
120,0000006375,1,FARMERS NB,FARMERS NATIONAL BANK,201
121,0000006417,1,MINNESOTA NB,MINNESOTA NATIONAL BANK,176
122,0000006487,1,FIRST NB OF DRYDEN,FIRST NATIONAL BANK OF DRYDEN,84
123,0000006635,1,HNB NB,HNB NATIONAL BANK,666
124,0000006667,1,PEOPLES NB,THE PEOPLES NATIONAL BANK OF M,120
125,0000006680,1,SIMMONS FIRST NB,SIMMONS FIRST NATIONAL BANK,6265
126,0000006684,1,GRAND RIDGE NB,GRAND RIDGE NATIONAL BANK,26
127,0000006707,1,FIRST NB OF ELMER,THE FIRST NAT'L BANK OF ELMER,73
128,0000006813,1,FIRST NB,FIRST NATIONAL BANK,59
129,0000006879,1,FIRST NB OF COWETA,FIRST NATIONAL BANK,20
130,0000006910,1,FIRST NB OF RAYMOND,FIRST NATIONAL BANK OF RAYMOND,111
131,0000006921,1,FIRST NB OF LE CENTER,FNB,57
132,0000006922,1,FIRST NB,THE FIRST NATIONAL BANK,162
133,0000006991,1,MINERS NB OF EVELETH,MINERS NB OF EVELETH,46
134,0000007087,1,FIRST NB OF RIVER FALLS,FIRST NATIONAL BANK OF RIVER F,252
135,0000007115,1,FIRST NB&TC OF BROKEN ARROW,THE FIRST NATIONAL BANK AND TR,115
136,0000007236,1,UNION NB,UNION NATIONAL BANK,5
137,0000007266,1,CITIZENS NB OF MERIDIAN,CITIZENS NATIONAL BANK OF MERI,616
138,0000007276,1,FIRST NB OF CATLIN,FIRST NATIONAL BANK OF CATLIN,341
139,0000007524,1,CENDERA BK NA,"CENDERA BANK, N.A.",45
140,0000007592,1,FIRST NB OF HARTFORD,FIRST NATIONAL BANK,98
141,0000007647,1,FIRST NB OF CHISHOLM,FIRST NATIONAL  BANK,21
142,0000007685,1,FIRST NB,FIRST NATIONAL BANK OF LAYTON,23
143,0000007699,1,GLENS FALLS NB&TC,GLENS FALLS NATIONAL BANK,1078
144,0000007748,1,OZONA NB,OZONA NATIONAL BANK,40
145,0000007759,1,FIRST NB,FIRST NATL BANK OF POWHATAN PT,4
146,0000007768,1,FIRST NB OF JEANERETTE,THE FNB OF JEANERETTE,192
147,0000007814,1,JACKSBORO NB,JACKSBORO NATIONAL BANK,328
148,0000007898,1,NATIONAL BK OF WAUPUN,THE NATIONAL BANK OF WAUPUN,38
149,0000007899,1,FIRST NB OF WAYNESBORO,FIRST NATIONAL BK WAYNESBORO,68
150,0000008004,1,COLORADO NB,COLORADO NATIONAL BANK,2
151,0000008031,1,AMFIRST BK NA,AMFIRST BANK,11
152,0000008039,1,FIRST NB,FIRST NATIONAL BANK OF ONEIDA,180
153,0000008094,1,FIRST NB,FIRST NATIONAL BANK OF STANTON,11
154,0000008134,1,BLANCO NB,THE BLANCO NATIONAL BANK,78
155,0000008221,1,FARMERS & MERCHANTS NB,THE FARMERS AND MERCHANTS NATI,140
156,0000008345,1,FAYETTE CTY NB OF FAYETTEVILLE,FAYETTE COUNTY NATIONAL BANK,218
157,0000008467,1,CONWAY BK NA,"CONWAY BANK, NA",32
158,0000008515,1,CITIZENS NB,CITIZENS NATIONAL BANK,7
159,0000008531,1,COMMUNITY BK NA,"COMMUNITY BANK, N.A.",7968
160,0000008597,1,FIRST NB,THE FIRST NATIONAL BANK OF TAH,3
161,0000008606,1,FALLS CITY NB,FALLS CITY NATIONAL BANK,54
162,0000008671,1,FIRST NB HARTFORD,FIRST NATIONAL BANK - HARTFORD,194
163,0000008709,1,1ST NB,1ST NATIONAL BANK,706
164,0000008757,1,FIRST NB OF ELK RIVER,FIRST NATIONAL BANK OF ELK RIV,106
165,0000008783,1,FIRST NB FREDERICKSBURG,1ST NATL BK OF FREDERICKSBURG,82
,RESPONDENT ID,AGENCY,PANEL NAME,TRANSMITTAL SHEET NAME,LAR COUNT
166,0000008796,1,ARMED FORCES BK NA,"ARMED FORCES BANK, NA",711
167,0000008830,1,FIRST NB,FIRST NATIONAL BANK,133
168,0000008899,1,MOODY NB,MOODY NATIONAL BANK,235
169,0000008953,1,COMMUNITYONE BK NA,"COMMUNITYONE BANK, N.A.",1756
170,0000009050,1,FIRST NB OF MILACA,FIRST NATIONAL BANK OF MILACA,118
171,0000009179,1,PARK NB,THE PARK NATIONAL BANK,5861
172,0000009295,1,FIRST NB,FIRST NATIONAL BANK,176
173,0000009343,1,AMERICAN NB&TC,AMERICAN NATIONAL BANK & TRUST,533
174,0000009408,1,PEOPLES NB,"PEOPLES NATIONAL BANK, N.A.",903
175,0000009536,1,KINGSTON NB,KINGSTON NATIONAL BANK,173
176,0000009582,1,FIRST NB OF DIETERICH,"DIETERICH BANK, NA",356
177,0000009669,1,BRIDGEHAMPTON NB,THE BRIDGEHAMPTON NATIONAL BAN,138
178,0000009734,1,BRADFORD NB,BRADFORD NATIONAL BANK,178
179,0000009810,1,FIRST NB,FIRST NATIONAL BANK OF MERTZON,38
180,0000009859,1,SOMERVILLE NB,SOMERVILLE NATIONAL BANK,372
181,0000009868,1,FIRST NAT CMNTY BK,FNCB,463
182,0000009888,1,FIRST NB,FIRST NATIONAL BANK,56
183,0000009924,1,POWELL VALLEY NB,POWELL VALLEY NATIONAL BANK,189
184,0000010004,1,FIRST NB,FIRST NATIONAL BANK,767
185,0000010045,1,FIRST MID-IL B&T NA,"FIRST MID-ILLINOIS B & T, NA",1464
186,0000010118,1,FIRST HOPE BK A NAT BKG ASSN,FIRST HOPE BANK NA,269
187,0000010180,1,FIRST NB OF WATERLOO,FIRST NATIONAL BANK OF WATERLO,420
188,0000010254,1,CUMBERLAND VALLEY NB&TC,CUMBERLAND VALLEY NATL BANK,304
189,0000010354,1,MIDSTATES BK NA,"MIDSTATES BANK, N.A.",175
190,0000010406,1,FIRST NB OF NORTH AR,FNB NORTH ARKANSAS,149
191,0000010408,1,FIRST NB AMES IA,"FIRST NATIONAL BANK, AMES, IA",207
192,0000010420,1,TEXAS GULF BK NA,"TEXAS GULF BANK, N.A.",68
193,0000010465,1,FIRST NB,FIRST NATIONAL BANK,220
194,0000010476,1,TEXANA BK NA,TEXANA BANK,102
195,0000010536,1,CONWAY NB,THE CONWAY NATIONAL BANK,470
196,0000010646,1,BANK TX NA,"BTH BANK, NA",304
197,0000010680,1,FIRST NB OF SC,FIRST NATIONAL BANK OF SC,38
198,0000010735,1,CITIZENS NB,CITIZENS NATIONAL BANK,291
199,0000010789,1,CITIZENS NB,THE CITIZENS NATIONAL BANK,73
200,0000010807,1,FIRST NB OF WYNNE,FIRST NATIONAL BANK OF WYNNE,71
201,0000010823,1,FIRST NB OF ABSECON,FIRST NATIONAL BANK OF ABSECON,81
202,0000010844,1,BANK OF BRIDGER NA,BANK OF BRIDGER NA,103
203,0000010911,1,FIRST NB OF AVA,FIRST NATIONAL BANK OF AVA,94
204,0000011001,1,FIRST NB&TC,1ST NATIONAL BANK OF OKMULGEE,298
205,0000011019,1,FIRST NB,THE FIRST NATIONAL BANK OF TOM,49
206,0000011312,1,FIRST NB OF LAWRENCE COUNTY,FIRST NATIONAL BANK,111
207,0000011343,1,FIRST NB,FNB,155
208,0000011397,1,FIRST NB OK,FIRST NATIONAL BANK OF OKLAHOM,227
209,0000011412,1,FIRST NAT CMNTY BK,FIRST NATIONAL COMMUNITY BANK,242
210,0000011443,1,ILLINOIS NB,ILLINOIS NATIONAL BANK,1186
211,0000011526,1,EAGLE VALLEY BK NA,"EAGLE VALLEY BANK, NA",53
212,0000011544,1,CITIZENS NB OF SOMERSET,THE CITIZENS NATIONAL BANK OF,446
213,0000011573,1,CITIZENS NB,CITIZENS NATIONAL BANK,835
214,0000011583,1,EVANS BK NA,"EVANS BANK, N.A.",646
215,0000011700,1,FIRST NB,FIRST NATIONAL BANK,549
216,0000011715,1,LEMONT NB,LEMONT NATIONAL BANK,5
217,0000011798,1,FIRST NB OF LOUISBURG,FIRST NATIONAL BANK,45
218,0000011833,1,SOUTHCREST BK NA,"SOUTHCREST BANK, N.A.",626
219,0000011875,1,MERCHANTS NB,MERCHANTS NATIONAL BANK SACTO,17
220,0000011879,1,TEXAS NB,TEXAS NATIONAL BANK,81
,RESPONDENT ID,AGENCY,PANEL NAME,TRANSMITTAL SHEET NAME,LAR COUNT
221,0000012018,1,UPSTATE NB,THE UPSTATE NATIONAL BANK,53
222,0000012044,1,CENTRAL NB&TC,CENTRAL NATIONAL BANK,83
223,0000012072,1,FIRST NB ALASKA,FIRST NATIONAL BANK ALASKA,907
224,0000012095,1,STROUD NB,STROUD NATIONAL BANK,68
225,0000012158,1,CENTRAL NB OF POTEAU,CENTRAL NATIONAL BANK,95
226,0000012190,1,INCOMMONS BK NA,INCOMMONS BANK N.A.,173
227,0000012229,1,NATIONAL BK OF BLACKSBURG,NATIONAL BANK OF BLACKSBURG T/,397
228,0000012267,1,OLD POINT NB OF PHOEBUS,OLD POINT NATIONAL BANK,291
229,0000012308,1,TEXAS REPUBLIC BK NA,TEXAS REPUBLIC BANK,260
230,0000012346,1,SOUTHWEST NB,SOUTHWEST NATIONAL BANK,142
231,0000012395,1,FIRST NB OF COKATO,FIRST NATIONAL  BANK OF COKATO,14
232,0000012456,1,FARMERS NB,THE FARMERS NATIONAL BANK,208
233,0000012471,1,NEFFS NB,THE NEFFS NATIONAL BANK,97
234,0000012523,1,FIRST NB OF LA,FIRST NATIONAL BANK OF LA.,173
235,0000012543,1,STATE NB,STATE NATIONAL BANK BIG SPRING,24
236,0000012591,1,VISION BK NA,VISION BANK,919
237,0000012739,1,FIRST NB,FIRST NATIONAL BANK OF EVANT,46
238,0000012810,1,SAVANNAH BK NA,SAVANNAH BANK NA,142
239,0000012850,1,FIRST LIBERTY NB,FIRST LIBERTY NATIONAL BANK,118
240,0000012898,1,COMMUNITYBANK TX NA,COMMUNITYBANK OF TEXAS NA,386
241,0000012947,1,FIRST NB OF MOOSE LAKE,FNB MOOSE LAKE,74
242,0000012955,1,CITIZENS NB OF GREATER STL,CITIZENS NATIONAL BANK,485
243,0000012968,1,KLEBERG BK NA,"KLEBERG BANK, N.A.",317
244,0000013022,1,STATE NB,STATE NATIONAL BANK IN WEST,11
245,0000013023,1,CITIZENS NB OF PAINTSVILLE,CITIZENS NB OF PAINTSVILLE,321
246,0000013078,1,PIONEER NB OF DULUTH,PIONEER NATIONAL BANK,30
247,0000013102,1,FIRST NB OF MT DORA,THE FNB OF MOUNT DORA,68
248,0000013116,1,WESTERN NB,WESTERN NATIONAL BANK,53
249,0000013126,1,FIRST NB OF LONG ISLAND,THE FIRST NATIONAL BANK OF LI,540
250,0000013202,1,FIRST NB OF BANGOR,THE FIRST NATIONAL BANK OF BAN,98
251,0000013347,1,GIRARD NB,THE GIRARD NATIONAL BANK,513
252,0000013431,1,CATTLE NB & TR CO,CATTLE NATIONAL BANK & TRUST,145
253,0000013443,1,CITIZENS NB,CITIZENS NATIONAL BANK,874
254,0000013448,1,FIRST NB GEORGETOWN,FIRST NATIONAL BANK IN GEORGET,17
255,0000013479,1,LINCOLN NB OF HODGENVLLE,LINCOLN NATIONAL BANK,256
256,0000013516,1,CITIZENS NB,CITIZENS NATIONAL BANK OF TEXA,300
257,0000013543,1,ANSTAFF BK NA,ANSTAFF BANK N.A.,147
258,0000013579,1,FIRST NB IN TREMONT,FIRST NATIONAL BANK IN TREMONT,89
259,0000013596,1,PEOPLES NB,PEOPLES NATIONAL BANK,115
260,0000013637,1,FIRST NB OF EAST ARKANSAS,FIRST NATL BK OF EAST ARK,104
261,0000013641,1,1ST NB OF S FL,1ST NATIONAL BANK OF SOUTH FLO,36
262,0000013675,1,FIRST NB OF BOSQUE CTY,FIRST NATIONAL BANK,60
263,0000013678,1,BRENHAM NB,BRENHAM NATIONAL BANK,50
264,0000013731,1,CLASSIC BK NA,"CLASSIC BANK, NA",135
265,0000013778,1,EXTRACO BKS NA,"EXTRACO BANKS, N.A.",1040
266,0000013790,1,ALERUS FNCL NA,"ALERUS FINANCIAL, N.A.",4498
267,0000013809,1,FIRST NB IN PAXTON,FIRST NATIONAL BANK IN PAXTON,26
268,0000013835,1,MILLBURY NB,MILLBURY NATIONAL BANK,74
269,0000013847,1,CITIZENS NB OF WOODSFIELD,THE CITIZENS NATIONAL BANK,90
270,0000013872,1,NATIONAL B&TC OF SYCAMORE,THE NATIONAL BANK & TRUST COMP,719
271,0000013879,1,NATIONAL EXCHANGE B&T,NATIONAL EXCHANGE B&T,1091
272,0000013934,1,FIRST-LOCKHART NB,FIRST LOCKHART NATIONAL BANK,100
273,0000013944,1,GREENVILLE NB,GREENVILLE NATIONAL BANK,276
274,0000013972,1,MINNSTAR BK NA,MINNSTAR BANK N.A.,72
275,0000014005,1,FIRST TEXOMA NB,FIRST TEXOMA NATIONAL BANK,139
,RESPONDENT ID,AGENCY,PANEL NAME,TRANSMITTAL SHEET NAME,LAR COUNT
276,0000014012,1,SOUTHTRUST BK NA,"SOUTHTRUST BANK, N.A.",78
277,0000014062,1,HILLSDALE CTY NB,HILLSDALE COUNTY NATIONAL BANK,737
278,0000014109,1,NATIONAL BK OF CMRC,NATIONAL BANK OF COMMERCE,580
279,0000014144,1,FIRST NB IN HOWELL,FIRST NATIONAL BANK IN HOWELL,73
280,0000014149,1,HASKELL NB,HASKELL NATIONAL BANK,30
281,0000014163,1,FIRST NB,FIRST NATIONAL BANK,70
282,0000014168,1,FIRST NB IN DERIDDER,FIRST NATIONAL BANK IN DERIDDE,268
283,0000014206,1,AMARILLO NB,AMARILLO NATIONAL BANK,4274
284,0000014221,1,FIRST NB&TC ROCHELLE,FIRST NATIONAL BANK & TRUST CO,216
285,0000014240,1,NEWFIELD NB,NEWFIELD NATIONAL BANK,260
286,0000014252,1,FIRST NB,FIRST NATIONAL BANK,468
287,0000014255,1,CITIZENS NB OF QUITMAN,THE CITIZENS NATIONAL BANK OF,77
288,0000014268,1,FIRST NB,THE FIRST NATIONAL BANK IN CAR,58
289,0000014310,1,FIRST NB IN STAUNTON,FIRST NATIONAL BANK IN STAUNTO,642
290,0000014328,1,FIRST NB,FIRST NATIONAL BANK,246
291,0000014347,1,CNB B&T NA,"CNB BANK & TRUST, N..A.",714
292,0000014351,1,HONDO NB,THE HONDO NATIONAL BANK,75
293,0000014369,1,STILLMAN BANCCORP NA,"STILLMAN BANCCORP, N. A.",727
294,0000014371,1,COMMERCIAL BK OF TX NA,"COMMERCIAL BANK OF TEXAS, N.A.",733
295,0000014397,1,BARABOO NB,THE BARABOO NATIONAL BANK,515
296,0000014418,1,PEOPLES NB OF KEWANEE,PEOPLES NATIONAL BANK OF KEWAN,52
297,0000014429,1,HELENA NB,HELENA NATIONAL BANK,25
298,0000014447,1,BROADWAY NB,BROADWAY NATIONAL BANK,378
299,0000014458,1,FARMERS MRCH NB PAXTON,FARMERS-MERCHANTS NATIONAL BAN,65
300,0000014479,1,BUENA VISTA NB,BUENA VISTA NATIONAL BANK,250
301,0000014488,1,MERCHANTS BK NA,"MERCHANTS BANK, N.A.",3478
302,0000014510,1,NATIONAL BK,NATIONAL BANK,215
303,0000014531,1,CROOKSTON NB,CROOKSTON NATIONAL BANK,36
304,0000014532,1,FIRST NB,FIRST NATIONAL BANK OF CLINTON,37
305,0000014546,1,FORT SILL NB,"FSNB, NATIONAL ASSOCIATION",225
306,0000014564,1,FIRST BKR TC NA,FIRST BANKERS TRUST COMPANY,517
307,0000014566,1,FOREST PARK NB&TC,FOREST PARK NATIONAL BANK & TR,86
308,0000014607,1,NATIONAL BK OF PETERSBURG,NATIONAL BANK OF PETERSBURG,95
309,0000014617,1,NATIONAL BK ST ANNE,NATIONAL BANK OF ST ANNE,48
310,0000014619,1,FIRST NB OF PULASKI,FIRST NATIONAL BANK OF PULASKI,565
311,0000014680,1,FIRST NB OF SCOTIA,FIRST NATIONAL BANK OF SCOTIA,238
312,0000014688,1,ALBANY B&TC NA,ALBANY BANK AND TRUST COMPANY,43
313,0000014717,1,FIRST NB,FIRST NATIONAL BANK,16
314,0000014740,1,FIRST NB AMER,FIRST NATIONAL BANK OF AMERICA,2227
315,0000014757,1,FISHER NB,FISHER NATIONAL BANK,231
316,0000014807,1,CITY NB OF WV,CITY NATIONAL BANK OF WV,4915
317,0000014821,1,FIRST NB,FIRST NATIONAL BANK,182
318,0000014838,1,SEACOAST NB,SEACOAST NATIONAL BANK,2056
319,0000014842,1,FIRST NB,FIRST NATIONAL BANK OF FORT ST,28
320,0000014898,1,COMMUNITY NAT B&T TX,COMMUNITY NATIONAL BANK,252
321,0000014905,1,FIRST NB,FIRST NATIONAL BANK OF ALVIN,10
322,0000014911,1,HAWAII NB,HAWAII NATIONAL BANK,121
323,0000014991,1,SUNRISE BKS NA,SUNRISE BANKS N.A.,280
324,0000014993,1,FIRST NB OF BROOKFIELD,FIRST NATIONAL BANK BROOKFIELD,66
325,0000015000,1,FIRST NB OF S MIAMI,FIRST NATIONAL BANK OF S MIAMI,21
326,0000015037,1,AMERICAN HERITAGE NB,AMERICAN HERITAGE NATIONAL BAN,169
327,0000015058,1,PIKES PEAK NB,PIKES PEAK NATIONAL BANK,31
328,0000015070,1,NATIONAL BK OF NEW YORK CITY,NATIONAL BANK OF NEW YORK CITY,13
329,0000015089,1,FIRST NB OF NORTHERN CA,FIRST NATIONAL BANK OF NORCAL,88
330,0000015108,1,LOS ALAMOS NB,LOS ALAMOS NATIONAL BANK,766
,RESPONDENT ID,AGENCY,PANEL NAME,TRANSMITTAL SHEET NAME,LAR COUNT
331,0000015161,1,NEIGHBORHOOD NB,NEIGHBORHOOD NATIONAL BANK,107
332,0000015247,1,GRUNDY NB,GRUNDY NATIONAL BANK,55
333,0000015257,1,COMMERCIAL NB,COMMERCIAL NATIONAL BANK,86
334,0000015292,1,INWOOD NB,INWOOD NATIONAL BANK,861
335,0000015302,1,MONTGOMERY BK NA,"MONTGOMERY BANK, NA",499
